number_units_sold,make,model_,date
64,Infiniti,QX55,2021-04-01
62,Infiniti,QX55,2021-05-01
64,Infiniti,QX55,2021-06-01
58,Infiniti,QX55,2021-07-01
56,Infiniti,QX55,2021-08-01
58,Infiniti,QX55,2021-09-01
40,Infiniti,QX55,2021-10-01
40,Infiniti,QX55,2021-11-01
40,Infiniti,QX55,2021-12-01
130,Infiniti,QX60,2021-01-01
130,Infiniti,QX60,2021-02-01
146,Infiniti,QX60,2021-03-01
95,Infiniti,QX60,2021-04-01
91,Infiniti,QX60,2021-05-01
95,Infiniti,QX60,2021-06-01
47,Infiniti,QX60,2021-07-01
45,Infiniti,QX60,2021-08-01
47,Infiniti,QX60,2021-09-01
71,Infiniti,QX60,2021-10-01
71,Infiniti,QX60,2021-11-01
71,Infiniti,QX60,2021-12-01
82,Infiniti,QX80,2021-01-01
82,Infiniti,QX80,2021-02-01
93,Infiniti,QX80,2021-03-01
74,Infiniti,QX80,2021-04-01
71,Infiniti,QX80,2021-05-01
74,Infiniti,QX80,2021-06-01
52,Infiniti,QX80,2021-07-01
50,Infiniti,QX80,2021-08-01
52,Infiniti,QX80,2021-09-01
72,Infiniti,QX80,2021-10-01
72,Infiniti,QX80,2021-11-01
72,Infiniti,QX80,2021-12-01
15,Jaguar,E-Pace,2021-01-01
15,Jaguar,E-Pace,2021-02-01
17,Jaguar,E-Pace,2021-03-01
11,Jaguar,E-Pace,2021-04-01
11,Jaguar,E-Pace,2021-05-01
11,Jaguar,E-Pace,2021-06-01
5,Jaguar,E-Pace,2021-07-01
5,Jaguar,E-Pace,2021-08-01
5,Jaguar,E-Pace,2021-09-01
1,Jaguar,E-Pace,2021-10-01
1,Jaguar,E-Pace,2021-11-01
1,Jaguar,E-Pace,2021-12-01
116,Jaguar,F-Pace,2021-01-01
116,Jaguar,F-Pace,2021-02-01
131,Jaguar,F-Pace,2021-03-01
184,Jaguar,F-Pace,2021-04-01
177,Jaguar,F-Pace,2021-05-01
184,Jaguar,F-Pace,2021-06-01
143,Jaguar,F-Pace,2021-07-01
138,Jaguar,F-Pace,2021-08-01
143,Jaguar,F-Pace,2021-09-01
32,Jaguar,F-Pace,2021-10-01
32,Jaguar,F-Pace,2021-11-01
32,Jaguar,F-Pace,2021-12-01
17,Jaguar,F-Type,2021-01-01
17,Jaguar,F-Type,2021-02-01
19,Jaguar,F-Type,2021-03-01
21,Jaguar,F-Type,2021-04-01
20,Jaguar,F-Type,2021-05-01
21,Jaguar,F-Type,2021-06-01
10,Jaguar,F-Type,2021-07-01
10,Jaguar,F-Type,2021-08-01
10,Jaguar,F-Type,2021-09-01
9,Jaguar,F-Type,2021-10-01
9,Jaguar,F-Type,2021-11-01
9,Jaguar,F-Type,2021-12-01
11,Jaguar,I-Pace,2021-01-01
11,Jaguar,I-Pace,2021-02-01
12,Jaguar,I-Pace,2021-03-01
6,Jaguar,I-Pace,2021-04-01
6,Jaguar,I-Pace,2021-05-01
6,Jaguar,I-Pace,2021-06-01
2,Jaguar,I-Pace,2021-07-01
2,Jaguar,I-Pace,2021-08-01
0,Jaguar,I-Pace,2021-09-01
10,Jaguar,I-Pace,2021-10-01
10,Jaguar,I-Pace,2021-11-01
10,Jaguar,I-Pace,2021-12-01
6,Jaguar,XF,2021-01-01
6,Jaguar,XF,2021-02-01
7,Jaguar,XF,2021-03-01
10,Jaguar,XF,2021-04-01
10,Jaguar,XF,2021-05-01
10,Jaguar,XF,2021-06-01
3,Jaguar,XF,2021-07-01
3,Jaguar,XF,2021-08-01
3,Jaguar,XF,2021-09-01
1,Jaguar,XF,2021-10-01
1,Jaguar,XF,2021-11-01
1,Jaguar,XF,2021-12-01
975,Jeep,Cherokee,2021-01-01
0,Jeep,Cherokee,2021-02-01
1097,Jeep,Cherokee,2021-03-01
998,Jeep,Cherokee,2021-04-01
959,Jeep,Cherokee,2021-05-01
998,Jeep,Cherokee,2021-06-01
681,Jeep,Cherokee,2021-07-01
656,Jeep,Cherokee,2021-08-01
681,Jeep,Cherokee,2021-09-01
404,Jeep,Cherokee,2021-10-01
404,Jeep,Cherokee,2021-11-01
404,Jeep,Cherokee,2021-12-01
0,Jeep,Commander,2021-01-01
0,Jeep,Commander,2021-02-01
0,Jeep,Commander,2021-03-01
0,Jeep,Commander,2021-04-01
0,Jeep,Commander,2021-05-01
0,Jeep,Commander,2021-06-01
0,Jeep,Commander,2021-07-01
0,Jeep,Commander,2021-08-01
0,Jeep,Commander,2021-09-01
0,Jeep,Commander,2021-10-01
545,Jeep,Commander,2021-11-01
545,Jeep,Commander,2021-12-01
531,Jeep,Compass,2021-01-01
0,Jeep,Compass,2021-02-01
597,Jeep,Compass,2021-03-01
376,Jeep,Compass,2021-04-01
362,Jeep,Compass,2021-05-01
376,Jeep,Compass,2021-06-01
514,Jeep,Compass,2021-07-01
495,Jeep,Compass,2021-08-01
514,Jeep,Compass,2021-09-01
545,Jeep,Compass,2021-10-01
0,Jeep,Compass,2021-11-01
0,Jeep,Compass,2021-12-01
380,Jeep,Gladiator,2021-01-01
0,Jeep,Gladiator,2021-02-01
428,Jeep,Gladiator,2021-03-01
299,Jeep,Gladiator,2021-04-01
288,Jeep,Gladiator,2021-05-01
299,Jeep,Gladiator,2021-06-01
418,Jeep,Gladiator,2021-07-01
403,Jeep,Gladiator,2021-08-01
418,Jeep,Gladiator,2021-09-01
470,Jeep,Gladiator,2021-10-01
470,Jeep,Gladiator,2021-11-01
470,Jeep,Gladiator,2021-12-01
1446,Jeep,Grand Cherokee,2021-01-01
0,Jeep,Grand Cherokee,2021-02-01
1627,Jeep,Grand Cherokee,2021-03-01
1405,Jeep,Grand Cherokee,2021-04-01
1351,Jeep,Grand Cherokee,2021-05-01
1405,Jeep,Grand Cherokee,2021-06-01
1807,Jeep,Grand Cherokee,2021-07-01
1740,Jeep,Grand Cherokee,2021-08-01
1807,Jeep,Grand Cherokee,2021-09-01
1803,Jeep,Grand Cherokee,2021-10-01
1803,Jeep,Grand Cherokee,2021-11-01
1803,Jeep,Grand Cherokee,2021-12-01
0,Jeep,Grand Wagoneer,2021-01-01
0,Jeep,Grand Wagoneer,2021-02-01
0,Jeep,Grand Wagoneer,2021-03-01
0,Jeep,Grand Wagoneer,2021-04-01
0,Jeep,Grand Wagoneer,2021-05-01
4,Jeep,Grand Wagoneer,2021-06-01
0,Jeep,Grand Wagoneer,2021-07-01
3,Jeep,Grand Wagoneer,2021-08-01
3,Jeep,Grand Wagoneer,2021-09-01
106,Jeep,Grand Wagoneer,2021-10-01
106,Jeep,Grand Wagoneer,2021-11-01
106,Jeep,Grand Wagoneer,2021-12-01
7,Jeep,Renegade,2021-01-01
0,Jeep,Renegade,2021-02-01
8,Jeep,Renegade,2021-03-01
31,Jeep,Renegade,2021-04-01
30,Jeep,Renegade,2021-05-01
31,Jeep,Renegade,2021-06-01
39,Jeep,Renegade,2021-07-01
38,Jeep,Renegade,2021-08-01
39,Jeep,Renegade,2021-09-01
24,Jeep,Renegade,2021-10-01
24,Jeep,Renegade,2021-11-01
24,Jeep,Renegade,2021-12-01
0,Jeep,Wagoneer,2021-01-01
0,Jeep,Wagoneer,2021-02-01
0,Jeep,Wagoneer,2021-03-01
0,Jeep,Wagoneer,2021-04-01
0,Jeep,Wagoneer,2021-05-01
0,Jeep,Wagoneer,2021-06-01
3,Jeep,Wagoneer,2021-07-01
0,Jeep,Wagoneer,2021-08-01
0,Jeep,Wagoneer,2021-09-01
0,Jeep,Wagoneer,2021-10-01
0,Jeep,Wagoneer,2021-11-01
0,Jeep,Wagoneer,2021-12-01
1446,Jeep,Wrangler,2021-01-01
0,Jeep,Wrangler,2021-02-01
1627,Jeep,Wrangler,2021-03-01
1717,Jeep,Wrangler,2021-04-01
1651,Jeep,Wrangler,2021-05-01
1717,Jeep,Wrangler,2021-06-01
1616,Jeep,Wrangler,2021-07-01
1556,Jeep,Wrangler,2021-08-01
1616,Jeep,Wrangler,2021-09-01
1878,Jeep,Wrangler,2021-10-01
1878,Jeep,Wrangler,2021-11-01
1878,Jeep,Wrangler,2021-12-01
0,Kia,Carnival,2021-01-01
0,Kia,Carnival,2021-02-01
0,Kia,Carnival,2021-03-01
0,Kia,Carnival,2021-04-01
399,Kia,Carnival,2021-05-01
981,Kia,Carnival,2021-06-01
928,Kia,Carnival,2021-07-01
917,Kia,Carnival,2021-08-01
405,Kia,Carnival,2021-09-01
274,Kia,Carnival,2021-10-01
163,Kia,Carnival,2021-11-01
58,Kia,Carnival,2021-12-01
519,Kia,Forte,2021-01-01
606,Kia,Forte,2021-02-01
1321,Kia,Forte,2021-03-01
1552,Kia,Forte,2021-04-01
1784,Kia,Forte,2021-05-01
1704,Kia,Forte,2021-06-01
1685,Kia,Forte,2021-07-01
1678,Kia,Forte,2021-08-01
1671,Kia,Forte,2021-09-01
1014,Kia,Forte,2021-10-01
359,Kia,Forte,2021-11-01
535,Kia,Forte,2021-12-01
55,Kia,K5,2021-01-01
58,Kia,K5,2021-02-01
146,Kia,K5,2021-03-01
118,Kia,K5,2021-04-01
136,Kia,K5,2021-05-01
147,Kia,K5,2021-06-01
135,Kia,K5,2021-07-01
175,Kia,K5,2021-08-01
152,Kia,K5,2021-09-01
66,Kia,K5,2021-10-01
80,Kia,K5,2021-11-01
67,Kia,K5,2021-12-01
166,Kia,Niro,2021-01-01
221,Kia,Niro,2021-02-01
423,Kia,Niro,2021-03-01
417,Kia,Niro,2021-04-01
615,Kia,Niro,2021-05-01
497,Kia,Niro,2021-06-01
603,Kia,Niro,2021-07-01
482,Kia,Niro,2021-08-01
346,Kia,Niro,2021-09-01
263,Kia,Niro,2021-10-01
273,Kia,Niro,2021-11-01
97,Kia,Niro,2021-12-01
0,Kia,Optima,2021-01-01
2,Kia,Optima,2021-02-01
1,Kia,Optima,2021-03-01
0,Kia,Optima,2021-04-01
0,Kia,Optima,2021-05-01
0,Kia,Optima,2021-06-01
0,Kia,Optima,2021-07-01
0,Kia,Optima,2021-08-01
0,Kia,Optima,2021-09-01
0,Kia,Optima,2021-10-01
0,Kia,Optima,2021-11-01
0,Kia,Optima,2021-12-01
268,Kia,Rio,2021-01-01
316,Kia,Rio,2021-02-01
414,Kia,Rio,2021-03-01
400,Kia,Rio,2021-04-01
814,Kia,Rio,2021-05-01
781,Kia,Rio,2021-06-01
606,Kia,Rio,2021-07-01
424,Kia,Rio,2021-08-01
400,Kia,Rio,2021-09-01
239,Kia,Rio,2021-10-01
388,Kia,Rio,2021-11-01
273,Kia,Rio,2021-12-01
61,Kia,Sedona,2021-01-01
78,Kia,Sedona,2021-02-01
18,Kia,Sedona,2021-03-01
17,Kia,Sedona,2021-04-01
9,Kia,Sedona,2021-05-01
1,Kia,Sedona,2021-06-01
1,Kia,Sedona,2021-07-01
2,Kia,Sedona,2021-08-01
2,Kia,Sedona,2021-09-01
1,Kia,Sedona,2021-10-01
0,Kia,Sedona,2021-11-01
0,Kia,Sedona,2021-12-01
754,Kia,Seltos,2021-01-01
1065,Kia,Seltos,2021-02-01
1633,Kia,Seltos,2021-03-01
1837,Kia,Seltos,2021-04-01
1401,Kia,Seltos,2021-05-01
1444,Kia,Seltos,2021-06-01
947,Kia,Seltos,2021-07-01
1346,Kia,Seltos,2021-08-01
1523,Kia,Seltos,2021-09-01
1260,Kia,Seltos,2021-10-01
646,Kia,Seltos,2021-11-01
580,Kia,Seltos,2021-12-01
485,Kia,Sorento,2021-01-01
646,Kia,Sorento,2021-02-01
899,Kia,Sorento,2021-03-01
1068,Kia,Sorento,2021-04-01
1016,Kia,Sorento,2021-05-01
1022,Kia,Sorento,2021-06-01
835,Kia,Sorento,2021-07-01
949,Kia,Sorento,2021-08-01
1226,Kia,Sorento,2021-09-01
409,Kia,Sorento,2021-10-01
830,Kia,Sorento,2021-11-01
890,Kia,Sorento,2021-12-01
228,Kia,Soul,2021-01-01
382,Kia,Soul,2021-02-01
588,Kia,Soul,2021-03-01
797,Kia,Soul,2021-04-01
671,Kia,Soul,2021-05-01
743,Kia,Soul,2021-06-01
928,Kia,Soul,2021-07-01
757,Kia,Soul,2021-08-01
954,Kia,Soul,2021-09-01
653,Kia,Soul,2021-10-01
416,Kia,Soul,2021-11-01
227,Kia,Soul,2021-12-01
497,Kia,Sportage,2021-01-01
730,Kia,Sportage,2021-02-01
1527,Kia,Sportage,2021-03-01
1304,Kia,Sportage,2021-04-01
1366,Kia,Sportage,2021-05-01
898,Kia,Sportage,2021-06-01
1242,Kia,Sportage,2021-07-01
1154,Kia,Sportage,2021-08-01
1249,Kia,Sportage,2021-09-01
1047,Kia,Sportage,2021-10-01
582,Kia,Sportage,2021-11-01
241,Kia,Sportage,2021-12-01
63,Kia,Stinger,2021-01-01
86,Kia,Stinger,2021-02-01
144,Kia,Stinger,2021-03-01
139,Kia,Stinger,2021-04-01
114,Kia,Stinger,2021-05-01
147,Kia,Stinger,2021-06-01
102,Kia,Stinger,2021-07-01
108,Kia,Stinger,2021-08-01
88,Kia,Stinger,2021-09-01
98,Kia,Stinger,2021-10-01
90,Kia,Stinger,2021-11-01
50,Kia,Stinger,2021-12-01
264,Kia,Telluride,2021-01-01
460,Kia,Telluride,2021-02-01
636,Kia,Telluride,2021-03-01
391,Kia,Telluride,2021-04-01
295,Kia,Telluride,2021-05-01
485,Kia,Telluride,2021-06-01
293,Kia,Telluride,2021-07-01
353,Kia,Telluride,2021-08-01
391,Kia,Telluride,2021-09-01
187,Kia,Telluride,2021-10-01
268,Kia,Telluride,2021-11-01
247,Kia,Telluride,2021-12-01
216,Land,Rover Defender,2021-01-01
216,Land,Rover Defender,2021-02-01
243,Land,Rover Defender,2021-03-01
129,Land,Rover Defender,2021-04-01
124,Land,Rover Defender,2021-05-01
129,Land,Rover Defender,2021-06-01
155,Land,Rover Defender,2021-07-01
150,Land,Rover Defender,2021-08-01
155,Land,Rover Defender,2021-09-01
86,Land,Rover Defender,2021-10-01
86,Land,Rover Defender,2021-11-01
86,Land,Rover Defender,2021-12-01
13,Land,Rover Discovery / LR4,2021-01-01
13,Land,Rover Discovery / LR4,2021-02-01
15,Land,Rover Discovery / LR4,2021-03-01
21,Land,Rover Discovery / LR4,2021-04-01
20,Land,Rover Discovery / LR4,2021-05-01
21,Land,Rover Discovery / LR4,2021-06-01
21,Land,Rover Discovery / LR4,2021-07-01
20,Land,Rover Discovery / LR4,2021-08-01
21,Land,Rover Discovery / LR4,2021-09-01
16,Land,Rover Discovery / LR4,2021-10-01
16,Land,Rover Discovery / LR4,2021-11-01
16,Land,Rover Discovery / LR4,2021-12-01
90,Land,Rover Discovery Sport,2021-01-01
90,Land,Rover Discovery Sport,2021-02-01
101,Land,Rover Discovery Sport,2021-03-01
41,Land,Rover Discovery Sport,2021-04-01
39,Land,Rover Discovery Sport,2021-05-01
41,Land,Rover Discovery Sport,2021-06-01
30,Land,Rover Discovery Sport,2021-07-01
29,Land,Rover Discovery Sport,2021-08-01
30,Land,Rover Discovery Sport,2021-09-01
26,Land,Rover Discovery Sport,2021-10-01
26,Land,Rover Discovery Sport,2021-11-01
26,Land,Rover Discovery Sport,2021-12-01
140,Land,Rover Range Rover,2021-01-01
140,Land,Rover Range Rover,2021-02-01
157,Land,Rover Range Rover,2021-03-01
114,Land,Rover Range Rover,2021-04-01
110,Land,Rover Range Rover,2021-05-01
114,Land,Rover Range Rover,2021-06-01
88,Land,Rover Range Rover,2021-07-01
85,Land,Rover Range Rover,2021-08-01
88,Land,Rover Range Rover,2021-09-01
134,Land,Rover Range Rover,2021-10-01
134,Land,Rover Range Rover,2021-11-01
134,Land,Rover Range Rover,2021-12-01
124,Land,Rover Range Rover Evoque,2021-01-01
124,Land,Rover Range Rover Evoque,2021-02-01
139,Land,Rover Range Rover Evoque,2021-03-01
75,Land,Rover Range Rover Evoque,2021-04-01
72,Land,Rover Range Rover Evoque,2021-05-01
75,Land,Rover Range Rover Evoque,2021-06-01
55,Land,Rover Range Rover Evoque,2021-07-01
53,Land,Rover Range Rover Evoque,2021-08-01
55,Land,Rover Range Rover Evoque,2021-09-01
135,Land,Rover Range Rover Evoque,2021-10-01
135,Land,Rover Range Rover Evoque,2021-11-01
135,Land,Rover Range Rover Evoque,2021-12-01
263,Land,Rover Range Rover Sport,2021-01-01
263,Land,Rover Range Rover Sport,2021-02-01
296,Land,Rover Range Rover Sport,2021-03-01
282,Land,Rover Range Rover Sport,2021-04-01
271,Land,Rover Range Rover Sport,2021-05-01
282,Land,Rover Range Rover Sport,2021-06-01
133,Land,Rover Range Rover Sport,2021-07-01
128,Land,Rover Range Rover Sport,2021-08-01
133,Land,Rover Range Rover Sport,2021-09-01
170,Land,Rover Range Rover Sport,2021-10-01
170,Land,Rover Range Rover Sport,2021-11-01
170,Land,Rover Range Rover Sport,2021-12-01
105,Land,Rover Range Rover Velar,2021-01-01
105,Land,Rover Range Rover Velar,2021-02-01
118,Land,Rover Range Rover Velar,2021-03-01
149,Land,Rover Range Rover Velar,2021-04-01
143,Land,Rover Range Rover Velar,2021-05-01
149,Land,Rover Range Rover Velar,2021-06-01
114,Land,Rover Range Rover Velar,2021-07-01
110,Land,Rover Range Rover Velar,2021-08-01
114,Land,Rover Range Rover Velar,2021-09-01
49,Land,Rover Range Rover Velar,2021-10-01
49,Land,Rover Range Rover Velar,2021-11-01
49,Land,Rover Range Rover Velar,2021-12-01
97,Lexus,ES,2021-01-01
52,Lexus,ES,2021-02-01
163,Lexus,ES,2021-03-01
129,Lexus,ES,2021-04-01
156,Lexus,ES,2021-05-01
153,Lexus,ES,2021-06-01
182,Lexus,ES,2021-07-01
131,Lexus,ES,2021-08-01
193,Lexus,ES,2021-09-01
148,Lexus,ES,2021-10-01
148,Lexus,ES,2021-11-01
148,Lexus,ES,2021-12-01
1,Lexus,GS,2021-01-01
1,Lexus,GS,2021-02-01
0,Lexus,GS,2021-03-01
0,Lexus,GS,2021-04-01
0,Lexus,GS,2021-05-01
0,Lexus,GS,2021-06-01
0,Lexus,GS,2021-07-01
0,Lexus,GS,2021-08-01
0,Lexus,GS,2021-09-01
0,Lexus,GS,2021-10-01
0,Lexus,GS,2021-11-01
0,Lexus,GS,2021-12-01
37,Lexus,GX,2021-01-01
36,Lexus,GX,2021-02-01
19,Lexus,GX,2021-03-01
30,Lexus,GX,2021-04-01
18,Lexus,GX,2021-05-01
21,Lexus,GX,2021-06-01
14,Lexus,GX,2021-07-01
37,Lexus,GX,2021-08-01
19,Lexus,GX,2021-09-01
31,Lexus,GX,2021-10-01
31,Lexus,GX,2021-11-01
31,Lexus,GX,2021-12-01
115,Lexus,IS,2021-01-01
130,Lexus,IS,2021-02-01
221,Lexus,IS,2021-03-01
330,Lexus,IS,2021-04-01
302,Lexus,IS,2021-05-01
263,Lexus,IS,2021-06-01
260,Lexus,IS,2021-07-01
215,Lexus,IS,2021-08-01
186,Lexus,IS,2021-09-01
32,Lexus,IS,2021-10-01
32,Lexus,IS,2021-11-01
32,Lexus,IS,2021-12-01
5,Lexus,LC,2021-01-01
5,Lexus,LC,2021-02-01
26,Lexus,LC,2021-03-01
38,Lexus,LC,2021-04-01
32,Lexus,LC,2021-05-01
36,Lexus,LC,2021-06-01
13,Lexus,LC,2021-07-01
15,Lexus,LC,2021-08-01
14,Lexus,LC,2021-09-01
3,Lexus,LC,2021-10-01
3,Lexus,LC,2021-11-01
3,Lexus,LC,2021-12-01
6,Lexus,LS,2021-01-01
3,Lexus,LS,2021-02-01
3,Lexus,LS,2021-03-01
5,Lexus,LS,2021-04-01
2,Lexus,LS,2021-05-01
4,Lexus,LS,2021-06-01
4,Lexus,LS,2021-07-01
2,Lexus,LS,2021-08-01
6,Lexus,LS,2021-09-01
1,Lexus,LS,2021-10-01
1,Lexus,LS,2021-11-01
1,Lexus,LS,2021-12-01
54,Lexus,LX,2021-01-01
48,Lexus,LX,2021-02-01
38,Lexus,LX,2021-03-01
52,Lexus,LX,2021-04-01
36,Lexus,LX,2021-05-01
35,Lexus,LX,2021-06-01
34,Lexus,LX,2021-07-01
19,Lexus,LX,2021-08-01
19,Lexus,LX,2021-09-01
26,Lexus,LX,2021-10-01
26,Lexus,LX,2021-11-01
26,Lexus,LX,2021-12-01
330,Lexus,NX,2021-01-01
442,Lexus,NX,2021-02-01
684,Lexus,NX,2021-03-01
797,Lexus,NX,2021-04-01
667,Lexus,NX,2021-05-01
699,Lexus,NX,2021-06-01
822,Lexus,NX,2021-07-01
820,Lexus,NX,2021-08-01
988,Lexus,NX,2021-09-01
345,Lexus,NX,2021-10-01
345,Lexus,NX,2021-11-01
345,Lexus,NX,2021-12-01
12,Lexus,RC,2021-01-01
12,Lexus,RC,2021-02-01
15,Lexus,RC,2021-03-01
33,Lexus,RC,2021-04-01
35,Lexus,RC,2021-05-01
23,Lexus,RC,2021-06-01
19,Lexus,RC,2021-07-01
21,Lexus,RC,2021-08-01
24,Lexus,RC,2021-09-01
9,Lexus,RC,2021-10-01
9,Lexus,RC,2021-11-01
9,Lexus,RC,2021-12-01
451,Lexus,RX,2021-01-01
493,Lexus,RX,2021-02-01
836,Lexus,RX,2021-03-01
904,Lexus,RX,2021-04-01
801,Lexus,RX,2021-05-01
944,Lexus,RX,2021-06-01
923,Lexus,RX,2021-07-01
884,Lexus,RX,2021-08-01
1020,Lexus,RX,2021-09-01
1025,Lexus,RX,2021-10-01
1025,Lexus,RX,2021-11-01
1025,Lexus,RX,2021-12-01
112,Lexus,UX,2021-01-01
136,Lexus,UX,2021-02-01
237,Lexus,UX,2021-03-01
377,Lexus,UX,2021-04-01
303,Lexus,UX,2021-05-01
360,Lexus,UX,2021-06-01
337,Lexus,UX,2021-07-01
364,Lexus,UX,2021-08-01
472,Lexus,UX,2021-09-01
195,Lexus,UX,2021-10-01
195,Lexus,UX,2021-11-01
195,Lexus,UX,2021-12-01
115,Lincoln,Aviator,2021-01-01
115,Lincoln,Aviator,2021-02-01
130,Lincoln,Aviator,2021-03-01
191,Lincoln,Aviator,2021-04-01
184,Lincoln,Aviator,2021-05-01
191,Lincoln,Aviator,2021-06-01
144,Lincoln,Aviator,2021-07-01
138,Lincoln,Aviator,2021-08-01
144,Lincoln,Aviator,2021-09-01
230,Lincoln,Aviator,2021-10-01
230,Lincoln,Aviator,2021-11-01
230,Lincoln,Aviator,2021-12-01
3,Lincoln,Continental,2021-01-01
3,Lincoln,Continental,2021-02-01
3,Lincoln,Continental,2021-03-01
2,Lincoln,Continental,2021-04-01
2,Lincoln,Continental,2021-05-01
2,Lincoln,Continental,2021-06-01
0,Lincoln,Continental,2021-07-01
0,Lincoln,Continental,2021-08-01
0,Lincoln,Continental,2021-09-01
2,Lincoln,Continental,2021-10-01
2,Lincoln,Continental,2021-11-01
2,Lincoln,Continental,2021-12-01
154,Lincoln,MKC,2021-01-01
154,Lincoln,MKC,2021-02-01
173,Lincoln,MKC,2021-03-01
230,Lincoln,MKC,2021-04-01
221,Lincoln,MKC,2021-05-01
230,Lincoln,MKC,2021-06-01
191,Lincoln,MKC,2021-07-01
184,Lincoln,MKC,2021-08-01
191,Lincoln,MKC,2021-09-01
258,Lincoln,MKC,2021-10-01
258,Lincoln,MKC,2021-11-01
258,Lincoln,MKC,2021-12-01
95,Lincoln,MKX/Nautilus,2021-01-01
95,Lincoln,MKX/Nautilus,2021-02-01
107,Lincoln,MKX/Nautilus,2021-03-01
190,Lincoln,MKX/Nautilus,2021-04-01
183,Lincoln,MKX/Nautilus,2021-05-01
190,Lincoln,MKX/Nautilus,2021-06-01
149,Lincoln,MKX/Nautilus,2021-07-01
144,Lincoln,MKX/Nautilus,2021-08-01
149,Lincoln,MKX/Nautilus,2021-09-01
108,Lincoln,MKX/Nautilus,2021-10-01
108,Lincoln,MKX/Nautilus,2021-11-01
108,Lincoln,MKX/Nautilus,2021-12-01
4,Lincoln,MKZ,2021-01-01
4,Lincoln,MKZ,2021-02-01
4,Lincoln,MKZ,2021-03-01
4,Lincoln,MKZ,2021-04-01
4,Lincoln,MKZ,2021-05-01
4,Lincoln,MKZ,2021-06-01
2,Lincoln,MKZ,2021-07-01
2,Lincoln,MKZ,2021-08-01
2,Lincoln,MKZ,2021-09-01
0,Lincoln,MKZ,2021-10-01
0,Lincoln,MKZ,2021-11-01
0,Lincoln,MKZ,2021-12-01
87,Lincoln,Navigator,2021-01-01
87,Lincoln,Navigator,2021-02-01
98,Lincoln,Navigator,2021-03-01
125,Lincoln,Navigator,2021-04-01
120,Lincoln,Navigator,2021-05-01
125,Lincoln,Navigator,2021-06-01
116,Lincoln,Navigator,2021-07-01
111,Lincoln,Navigator,2021-08-01
116,Lincoln,Navigator,2021-09-01
109,Lincoln,Navigator,2021-10-01
109,Lincoln,Navigator,2021-11-01
109,Lincoln,Navigator,2021-12-01
11,Maserati,Ghibli,2021-01-01
11,Maserati,Ghibli,2021-02-01
13,Maserati,Ghibli,2021-03-01
11,Maserati,Ghibli,2021-04-01
14,Maserati,Ghibli,2021-05-01
8,Maserati,Ghibli,2021-06-01
7,Maserati,Ghibli,2021-07-01
9,Maserati,Ghibli,2021-08-01
5,Maserati,Ghibli,2021-09-01
7,Maserati,Ghibli,2021-10-01
9,Maserati,Ghibli,2021-11-01
5,Maserati,Ghibli,2021-12-01
2,Maserati,GranTurismo,2021-01-01
2,Maserati,GranTurismo,2021-02-01
3,Maserati,GranTurismo,2021-03-01
0,Maserati,GranTurismo,2021-04-01
0,Maserati,GranTurismo,2021-05-01
0,Maserati,GranTurismo,2021-06-01
0,Maserati,GranTurismo,2021-07-01
0,Maserati,GranTurismo,2021-08-01
0,Maserati,GranTurismo,2021-09-01
0,Maserati,GranTurismo,2021-10-01
0,Maserati,GranTurismo,2021-11-01
0,Maserati,GranTurismo,2021-12-01
25,Maserati,Levante,2021-01-01
25,Maserati,Levante,2021-02-01
28,Maserati,Levante,2021-03-01
31,Maserati,Levante,2021-04-01
40,Maserati,Levante,2021-05-01
24,Maserati,Levante,2021-06-01
46,Maserati,Levante,2021-07-01
60,Maserati,Levante,2021-08-01
36,Maserati,Levante,2021-09-01
44,Maserati,Levante,2021-10-01
56,Maserati,Levante,2021-11-01
34,Maserati,Levante,2021-12-01
4,Maserati,Quattroporte,2021-01-01
4,Maserati,Quattroporte,2021-02-01
5,Maserati,Quattroporte,2021-03-01
3,Maserati,Quattroporte,2021-04-01
4,Maserati,Quattroporte,2021-05-01
3,Maserati,Quattroporte,2021-06-01
2,Maserati,Quattroporte,2021-07-01
3,Maserati,Quattroporte,2021-08-01
2,Maserati,Quattroporte,2021-09-01
5,Maserati,Quattroporte,2021-10-01
6,Maserati,Quattroporte,2021-11-01
4,Maserati,Quattroporte,2021-12-01
783,Mazda,3,2021-01-01
717,Mazda,3,2021-02-01
1157,Mazda,3,2021-03-01
1103,Mazda,3,2021-04-01
1151,Mazda,3,2021-05-01
1298,Mazda,3,2021-06-01
1104,Mazda,3,2021-07-01
1044,Mazda,3,2021-08-01
1085,Mazda,3,2021-09-01
1114,Mazda,3,2021-10-01
827,Mazda,3,2021-11-01
421,Mazda,3,2021-12-01
154,Mazda,6,2021-01-01
137,Mazda,6,2021-02-01
124,Mazda,6,2021-03-01
121,Mazda,6,2021-04-01
316,Mazda,6,2021-05-01
276,Mazda,6,2021-06-01
42,Mazda,6,2021-07-01
73,Mazda,6,2021-08-01
59,Mazda,6,2021-09-01
61,Mazda,6,2021-10-01
27,Mazda,6,2021-11-01
21,Mazda,6,2021-12-01
439,Mazda,CX-3,2021-01-01
445,Mazda,CX-3,2021-02-01
626,Mazda,CX-3,2021-03-01
828,Mazda,CX-3,2021-04-01
377,Mazda,CX-3,2021-05-01
772,Mazda,CX-3,2021-06-01
443,Mazda,CX-3,2021-07-01
396,Mazda,CX-3,2021-08-01
429,Mazda,CX-3,2021-09-01
