number_units_sold,make,model_,date
994,Mercedes-Benz,GLC/GLK-Class,2019-04-01
1051,Mercedes-Benz,GLC/GLK-Class,2019-05-01
921,Mercedes-Benz,GLC/GLK-Class,2019-06-01
806,Mercedes-Benz,GLC/GLK-Class,2019-07-01
892,Mercedes-Benz,GLC/GLK-Class,2019-08-01
949,Mercedes-Benz,GLC/GLK-Class,2019-09-01
919,Mercedes-Benz,GLC/GLK-Class,2019-10-01
1054,Mercedes-Benz,GLC/GLK-Class,2019-11-01
892,Mercedes-Benz,GLC/GLK-Class,2019-12-01
393,Mercedes-Benz,GLE-Class,2019-01-01
308,Mercedes-Benz,GLE-Class,2019-02-01
445,Mercedes-Benz,GLE-Class,2019-03-01
290,Mercedes-Benz,GLE-Class,2019-04-01
381,Mercedes-Benz,GLE-Class,2019-05-01
596,Mercedes-Benz,GLE-Class,2019-06-01
542,Mercedes-Benz,GLE-Class,2019-07-01
632,Mercedes-Benz,GLE-Class,2019-08-01
531,Mercedes-Benz,GLE-Class,2019-09-01
515,Mercedes-Benz,GLE-Class,2019-10-01
460,Mercedes-Benz,GLE-Class,2019-11-01
646,Mercedes-Benz,GLE-Class,2019-12-01
124,Mercedes-Benz,Metris,2019-01-01
110,Mercedes-Benz,Metris,2019-02-01
107,Mercedes-Benz,Metris,2019-03-01
83,Mercedes-Benz,Metris,2019-04-01
93,Mercedes-Benz,Metris,2019-05-01
92,Mercedes-Benz,Metris,2019-06-01
82,Mercedes-Benz,Metris,2019-07-01
78,Mercedes-Benz,Metris,2019-08-01
102,Mercedes-Benz,Metris,2019-09-01
90,Mercedes-Benz,Metris,2019-10-01
93,Mercedes-Benz,Metris,2019-11-01
83,Mercedes-Benz,Metris,2019-12-01
60,Mercedes-Benz,S-Class,2019-01-01
44,Mercedes-Benz,S-Class,2019-02-01
84,Mercedes-Benz,S-Class,2019-03-01
91,Mercedes-Benz,S-Class,2019-04-01
89,Mercedes-Benz,S-Class,2019-05-01
85,Mercedes-Benz,S-Class,2019-06-01
61,Mercedes-Benz,S-Class,2019-07-01
52,Mercedes-Benz,S-Class,2019-08-01
77,Mercedes-Benz,S-Class,2019-09-01
86,Mercedes-Benz,S-Class,2019-10-01
61,Mercedes-Benz,S-Class,2019-11-01
38,Mercedes-Benz,S-Class,2019-12-01
5,Mercedes-Benz,SL-Class,2019-01-01
1,Mercedes-Benz,SL-Class,2019-02-01
5,Mercedes-Benz,SL-Class,2019-03-01
22,Mercedes-Benz,SL-Class,2019-04-01
15,Mercedes-Benz,SL-Class,2019-05-01
28,Mercedes-Benz,SL-Class,2019-06-01
23,Mercedes-Benz,SL-Class,2019-07-01
9,Mercedes-Benz,SL-Class,2019-08-01
10,Mercedes-Benz,SL-Class,2019-09-01
6,Mercedes-Benz,SL-Class,2019-10-01
4,Mercedes-Benz,SL-Class,2019-11-01
5,Mercedes-Benz,SL-Class,2019-12-01
8,Mercedes-Benz,SLC-Class,2019-01-01
2,Mercedes-Benz,SLC-Class,2019-02-01
11,Mercedes-Benz,SLC-Class,2019-03-01
14,Mercedes-Benz,SLC-Class,2019-04-01
14,Mercedes-Benz,SLC-Class,2019-05-01
11,Mercedes-Benz,SLC-Class,2019-06-01
23,Mercedes-Benz,SLC-Class,2019-07-01
10,Mercedes-Benz,SLC-Class,2019-08-01
14,Mercedes-Benz,SLC-Class,2019-09-01
7,Mercedes-Benz,SLC-Class,2019-10-01
4,Mercedes-Benz,SLC-Class,2019-11-01
12,Mercedes-Benz,SLC-Class,2019-12-01
259,Mercedes-Benz,Sprinter,2019-01-01
235,Mercedes-Benz,Sprinter,2019-02-01
416,Mercedes-Benz,Sprinter,2019-03-01
397,Mercedes-Benz,Sprinter,2019-04-01
342,Mercedes-Benz,Sprinter,2019-05-01
383,Mercedes-Benz,Sprinter,2019-06-01
382,Mercedes-Benz,Sprinter,2019-07-01
405,Mercedes-Benz,Sprinter,2019-08-01
466,Mercedes-Benz,Sprinter,2019-09-01
409,Mercedes-Benz,Sprinter,2019-10-01
376,Mercedes-Benz,Sprinter,2019-11-01
297,Mercedes-Benz,Sprinter,2019-12-01
181,Mini,Cooper,2019-01-01
210,Mini,Cooper,2019-02-01
334,Mini,Cooper,2019-03-01
390,Mini,Cooper,2019-04-01
443,Mini,Cooper,2019-05-01
328,Mini,Cooper,2019-06-01
367,Mini,Cooper,2019-07-01
310,Mini,Cooper,2019-08-01
403,Mini,Cooper,2019-09-01
354,Mini,Cooper,2019-10-01
214,Mini,Cooper,2019-11-01
169,Mini,Cooper,2019-12-01
83,Mini,Countryman,2019-01-01
114,Mini,Countryman,2019-02-01
217,Mini,Countryman,2019-03-01
201,Mini,Countryman,2019-04-01
246,Mini,Countryman,2019-05-01
170,Mini,Countryman,2019-06-01
233,Mini,Countryman,2019-07-01
186,Mini,Countryman,2019-08-01
239,Mini,Countryman,2019-09-01
204,Mini,Countryman,2019-10-01
189,Mini,Countryman,2019-11-01
193,Mini,Countryman,2019-12-01
256,Mitsubishi,Eclipse Cross,2019-01-01
253,Mitsubishi,Eclipse Cross,2019-02-01
752,Mitsubishi,Eclipse Cross,2019-03-01
380,Mitsubishi,Eclipse Cross,2019-04-01
409,Mitsubishi,Eclipse Cross,2019-05-01
609,Mitsubishi,Eclipse Cross,2019-06-01
590,Mitsubishi,Eclipse Cross,2019-07-01
315,Mitsubishi,Eclipse Cross,2019-08-01
595,Mitsubishi,Eclipse Cross,2019-09-01
311,Mitsubishi,Eclipse Cross,2019-10-01
350,Mitsubishi,Eclipse Cross,2019-11-01
281,Mitsubishi,Eclipse Cross,2019-12-01
143,Mitsubishi,Mirage,2019-01-01
183,Mitsubishi,Mirage,2019-02-01
433,Mitsubishi,Mirage,2019-03-01
172,Mitsubishi,Mirage,2019-04-01
248,Mitsubishi,Mirage,2019-05-01
180,Mitsubishi,Mirage,2019-06-01
213,Mitsubishi,Mirage,2019-07-01
186,Mitsubishi,Mirage,2019-08-01
146,Mitsubishi,Mirage,2019-09-01
141,Mitsubishi,Mirage,2019-10-01
111,Mitsubishi,Mirage,2019-11-01
114,Mitsubishi,Mirage,2019-12-01
631,Mitsubishi,Outlander,2019-01-01
743,Mitsubishi,Outlander,2019-02-01
1465,Mitsubishi,Outlander,2019-03-01
1277,Mitsubishi,Outlander,2019-04-01
1033,Mitsubishi,Outlander,2019-05-01
797,Mitsubishi,Outlander,2019-06-01
723,Mitsubishi,Outlander,2019-07-01
667,Mitsubishi,Outlander,2019-08-01
1232,Mitsubishi,Outlander,2019-09-01
950,Mitsubishi,Outlander,2019-10-01
735,Mitsubishi,Outlander,2019-11-01
448,Mitsubishi,Outlander,2019-12-01
412,Mitsubishi,Outlander Sport,2019-01-01
571,Mitsubishi,Outlander Sport,2019-02-01
1103,Mitsubishi,Outlander Sport,2019-03-01
444,Mitsubishi,Outlander Sport,2019-04-01
481,Mitsubishi,Outlander Sport,2019-05-01
697,Mitsubishi,Outlander Sport,2019-06-01
581,Mitsubishi,Outlander Sport,2019-07-01
854,Mitsubishi,Outlander Sport,2019-08-01
403,Mitsubishi,Outlander Sport,2019-09-01
739,Mitsubishi,Outlander Sport,2019-10-01
856,Mitsubishi,Outlander Sport,2019-11-01
322,Mitsubishi,Outlander Sport,2019-12-01
29,Nissan,370Z,2019-01-01
26,Nissan,370Z,2019-02-01
43,Nissan,370Z,2019-03-01
53,Nissan,370Z,2019-04-01
91,Nissan,370Z,2019-05-01
78,Nissan,370Z,2019-06-01
57,Nissan,370Z,2019-07-01
48,Nissan,370Z,2019-08-01
21,Nissan,370Z,2019-09-01
17,Nissan,370Z,2019-10-01
23,Nissan,370Z,2019-11-01
14,Nissan,370Z,2019-12-01
161,Nissan,Altima,2019-01-01
362,Nissan,Altima,2019-02-01
304,Nissan,Altima,2019-03-01
250,Nissan,Altima,2019-04-01
259,Nissan,Altima,2019-05-01
415,Nissan,Altima,2019-06-01
240,Nissan,Altima,2019-07-01
225,Nissan,Altima,2019-08-01
352,Nissan,Altima,2019-09-01
326,Nissan,Altima,2019-10-01
277,Nissan,Altima,2019-11-01
171,Nissan,Altima,2019-12-01
118,Nissan,Armada,2019-01-01
54,Nissan,Armada,2019-02-01
64,Nissan,Armada,2019-03-01
35,Nissan,Armada,2019-04-01
50,Nissan,Armada,2019-05-01
75,Nissan,Armada,2019-06-01
25,Nissan,Armada,2019-07-01
38,Nissan,Armada,2019-08-01
40,Nissan,Armada,2019-09-01
26,Nissan,Armada,2019-10-01
39,Nissan,Armada,2019-11-01
29,Nissan,Armada,2019-12-01
300,Nissan,Frontier,2019-01-01
264,Nissan,Frontier,2019-02-01
395,Nissan,Frontier,2019-03-01
426,Nissan,Frontier,2019-04-01
504,Nissan,Frontier,2019-05-01
277,Nissan,Frontier,2019-06-01
232,Nissan,Frontier,2019-07-01
312,Nissan,Frontier,2019-08-01
314,Nissan,Frontier,2019-09-01
265,Nissan,Frontier,2019-10-01
234,Nissan,Frontier,2019-11-01
200,Nissan,Frontier,2019-12-01
7,Nissan,GT-R,2019-01-01
1,Nissan,GT-R,2019-02-01
1,Nissan,GT-R,2019-03-01
9,Nissan,GT-R,2019-04-01
9,Nissan,GT-R,2019-05-01
4,Nissan,GT-R,2019-06-01
5,Nissan,GT-R,2019-07-01
5,Nissan,GT-R,2019-08-01
4,Nissan,GT-R,2019-09-01
3,Nissan,GT-R,2019-10-01
1,Nissan,GT-R,2019-11-01
4,Nissan,GT-R,2019-12-01
417,Nissan,Kicks,2019-01-01
797,Nissan,Kicks,2019-02-01
1435,Nissan,Kicks,2019-03-01
1257,Nissan,Kicks,2019-04-01
1641,Nissan,Kicks,2019-05-01
1495,Nissan,Kicks,2019-06-01
1480,Nissan,Kicks,2019-07-01
1672,Nissan,Kicks,2019-08-01
1602,Nissan,Kicks,2019-09-01
1616,Nissan,Kicks,2019-10-01
1592,Nissan,Kicks,2019-11-01
1082,Nissan,Kicks,2019-12-01
247,Nissan,Leaf,2019-01-01
129,Nissan,Leaf,2019-02-01
128,Nissan,Leaf,2019-03-01
131,Nissan,Leaf,2019-04-01
524,Nissan,Leaf,2019-05-01
317,Nissan,Leaf,2019-06-01
268,Nissan,Leaf,2019-07-01
411,Nissan,Leaf,2019-08-01
272,Nissan,Leaf,2019-09-01
207,Nissan,Leaf,2019-10-01
117,Nissan,Leaf,2019-11-01
130,Nissan,Leaf,2019-12-01
187,Nissan,Maxima,2019-01-01
146,Nissan,Maxima,2019-02-01
148,Nissan,Maxima,2019-03-01
138,Nissan,Maxima,2019-04-01
53,Nissan,Maxima,2019-05-01
38,Nissan,Maxima,2019-06-01
30,Nissan,Maxima,2019-07-01
53,Nissan,Maxima,2019-08-01
39,Nissan,Maxima,2019-09-01
48,Nissan,Maxima,2019-10-01
38,Nissan,Maxima,2019-11-01
53,Nissan,Maxima,2019-12-01
294,Nissan,Micra,2019-01-01
317,Nissan,Micra,2019-02-01
582,Nissan,Micra,2019-03-01
556,Nissan,Micra,2019-04-01
815,Nissan,Micra,2019-05-01
711,Nissan,Micra,2019-06-01
600,Nissan,Micra,2019-07-01
548,Nissan,Micra,2019-08-01
510,Nissan,Micra,2019-09-01
576,Nissan,Micra,2019-10-01
442,Nissan,Micra,2019-11-01
410,Nissan,Micra,2019-12-01
781,Nissan,Murano,2019-01-01
832,Nissan,Murano,2019-02-01
1409,Nissan,Murano,2019-03-01
966,Nissan,Murano,2019-04-01
1074,Nissan,Murano,2019-05-01
1208,Nissan,Murano,2019-06-01
1035,Nissan,Murano,2019-07-01
1051,Nissan,Murano,2019-08-01
891,Nissan,Murano,2019-09-01
973,Nissan,Murano,2019-10-01
994,Nissan,Murano,2019-11-01
786,Nissan,Murano,2019-12-01
44,Nissan,NV,2019-01-01
52,Nissan,NV,2019-02-01
95,Nissan,NV,2019-03-01
55,Nissan,NV,2019-04-01
128,Nissan,NV,2019-05-01
78,Nissan,NV,2019-06-01
70,Nissan,NV,2019-07-01
60,Nissan,NV,2019-08-01
53,Nissan,NV,2019-09-01
72,Nissan,NV,2019-10-01
61,Nissan,NV,2019-11-01
39,Nissan,NV,2019-12-01
90,Nissan,NV200,2019-01-01
116,Nissan,NV200,2019-02-01
147,Nissan,NV200,2019-03-01
158,Nissan,NV200,2019-04-01
237,Nissan,NV200,2019-05-01
197,Nissan,NV200,2019-06-01
154,Nissan,NV200,2019-07-01
140,Nissan,NV200,2019-08-01
146,Nissan,NV200,2019-09-01
134,Nissan,NV200,2019-10-01
175,Nissan,NV200,2019-11-01
89,Nissan,NV200,2019-12-01
417,Nissan,Pathfinder,2019-01-01
359,Nissan,Pathfinder,2019-02-01
533,Nissan,Pathfinder,2019-03-01
455,Nissan,Pathfinder,2019-04-01
833,Nissan,Pathfinder,2019-05-01
527,Nissan,Pathfinder,2019-06-01
477,Nissan,Pathfinder,2019-07-01
539,Nissan,Pathfinder,2019-08-01
424,Nissan,Pathfinder,2019-09-01
392,Nissan,Pathfinder,2019-10-01
448,Nissan,Pathfinder,2019-11-01
300,Nissan,Pathfinder,2019-12-01
1213,Nissan,Qashqai,2019-01-01
1096,Nissan,Qashqai,2019-02-01
2229,Nissan,Qashqai,2019-03-01
1757,Nissan,Qashqai,2019-04-01
2210,Nissan,Qashqai,2019-05-01
1789,Nissan,Qashqai,2019-06-01
1295,Nissan,Qashqai,2019-07-01
1537,Nissan,Qashqai,2019-08-01
1293,Nissan,Qashqai,2019-09-01
1775,Nissan,Qashqai,2019-10-01
1436,Nissan,Qashqai,2019-11-01
896,Nissan,Qashqai,2019-12-01
1811,Nissan,Rogue,2019-01-01
1983,Nissan,Rogue,2019-02-01
4455,Nissan,Rogue,2019-03-01
3029,Nissan,Rogue,2019-04-01
3815,Nissan,Rogue,2019-05-01
4364,Nissan,Rogue,2019-06-01
3094,Nissan,Rogue,2019-07-01
3725,Nissan,Rogue,2019-08-01
3592,Nissan,Rogue,2019-09-01
2812,Nissan,Rogue,2019-10-01
2706,Nissan,Rogue,2019-11-01
2144,Nissan,Rogue,2019-12-01
521,Nissan,Sentra,2019-01-01
615,Nissan,Sentra,2019-02-01
838,Nissan,Sentra,2019-03-01
797,Nissan,Sentra,2019-04-01
735,Nissan,Sentra,2019-05-01
1085,Nissan,Sentra,2019-06-01
779,Nissan,Sentra,2019-07-01
530,Nissan,Sentra,2019-08-01
540,Nissan,Sentra,2019-09-01
469,Nissan,Sentra,2019-10-01
554,Nissan,Sentra,2019-11-01
256,Nissan,Sentra,2019-12-01
292,Nissan,Titan,2019-01-01
243,Nissan,Titan,2019-02-01
390,Nissan,Titan,2019-03-01
260,Nissan,Titan,2019-04-01
214,Nissan,Titan,2019-05-01
338,Nissan,Titan,2019-06-01
222,Nissan,Titan,2019-07-01
178,Nissan,Titan,2019-08-01
143,Nissan,Titan,2019-09-01
142,Nissan,Titan,2019-10-01
221,Nissan,Titan,2019-11-01
164,Nissan,Titan,2019-12-01
365,Nissan,Versa,2019-01-01
363,Nissan,Versa,2019-02-01
410,Nissan,Versa,2019-03-01
310,Nissan,Versa,2019-04-01
285,Nissan,Versa,2019-05-01
189,Nissan,Versa,2019-06-01
152,Nissan,Versa,2019-07-01
154,Nissan,Versa,2019-08-01
140,Nissan,Versa,2019-09-01
1,Nissan,Versa,2019-10-01
0,Nissan,Versa,2019-11-01
0,Nissan,Versa,2019-12-01
16,Porsche,718,2019-01-01
18,Porsche,718,2019-02-01
32,Porsche,718,2019-03-01
57,Porsche,718,2019-04-01
0,Porsche,718,2019-05-01
55,Porsche,718,2019-06-01
40,Porsche,718,2019-07-01
20,Porsche,718,2019-08-01
10,Porsche,718,2019-09-01
23,Porsche,718,2019-10-01
18,Porsche,718,2019-11-01
32,Porsche,718,2019-12-01
62,Porsche,911,2019-01-01
82,Porsche,911,2019-02-01
102,Porsche,911,2019-03-01
173,Porsche,911,2019-04-01
0,Porsche,911,2019-05-01
78,Porsche,911,2019-06-01
90,Porsche,911,2019-07-01
66,Porsche,911,2019-08-01
121,Porsche,911,2019-09-01
219,Porsche,911,2019-10-01
102,Porsche,911,2019-11-01
186,Porsche,911,2019-12-01
184,Porsche,Cayenne,2019-01-01
209,Porsche,Cayenne,2019-02-01
288,Porsche,Cayenne,2019-03-01
290,Porsche,Cayenne,2019-04-01
0,Porsche,Cayenne,2019-05-01
221,Porsche,Cayenne,2019-06-01
290,Porsche,Cayenne,2019-07-01
241,Porsche,Cayenne,2019-08-01
385,Porsche,Cayenne,2019-09-01
188,Porsche,Cayenne,2019-10-01
253,Porsche,Cayenne,2019-11-01
256,Porsche,Cayenne,2019-12-01
85,Porsche,Macan,2019-01-01
141,Porsche,Macan,2019-02-01
205,Porsche,Macan,2019-03-01
299,Porsche,Macan,2019-04-01
0,Porsche,Macan,2019-05-01
510,Porsche,Macan,2019-06-01
314,Porsche,Macan,2019-07-01
439,Porsche,Macan,2019-08-01
325,Porsche,Macan,2019-09-01
329,Porsche,Macan,2019-10-01
269,Porsche,Macan,2019-11-01
235,Porsche,Macan,2019-12-01
35,Porsche,Panamera,2019-01-01
35,Porsche,Panamera,2019-02-01
58,Porsche,Panamera,2019-03-01
70,Porsche,Panamera,2019-04-01
0,Porsche,Panamera,2019-05-01
62,Porsche,Panamera,2019-06-01
65,Porsche,Panamera,2019-07-01
42,Porsche,Panamera,2019-08-01
53,Porsche,Panamera,2019-09-01
34,Porsche,Panamera,2019-10-01
34,Porsche,Panamera,2019-11-01
51,Porsche,Panamera,2019-12-01
5496,Ram,Pickup,2019-01-01
6394,Ram,Pickup,2019-02-01
7230,Ram,Pickup,2019-03-01
8335,Ram,Pickup,2019-04-01
9697,Ram,Pickup,2019-05-01
9563,Ram,Pickup,2019-06-01
7277,Ram,Pickup,2019-07-01
8345,Ram,Pickup,2019-08-01
8177,Ram,Pickup,2019-09-01
6733,Ram,Pickup,2019-10-01
5727,Ram,Pickup,2019-11-01
6619,Ram,Pickup,2019-12-01
269,Ram,ProMaster,2019-01-01
454,Ram,ProMaster,2019-02-01
592,Ram,ProMaster,2019-03-01
439,Ram,ProMaster,2019-04-01
455,Ram,ProMaster,2019-05-01
460,Ram,ProMaster,2019-06-01
416,Ram,ProMaster,2019-07-01
477,Ram,ProMaster,2019-08-01
41,Ram,ProMaster,2019-09-01
314,Ram,ProMaster,2019-10-01
267,Ram,ProMaster,2019-11-01
388,Ram,ProMaster,2019-12-01
115,Ram,ProMaster City,2019-01-01
34,Ram,ProMaster City,2019-02-01
98,Ram,ProMaster City,2019-03-01
124,Ram,ProMaster City,2019-04-01
47,Ram,ProMaster City,2019-05-01
99,Ram,ProMaster City,2019-06-01
81,Ram,ProMaster City,2019-07-01
92,Ram,ProMaster City,2019-08-01
252,Ram,ProMaster City,2019-09-01
61,Ram,ProMaster City,2019-10-01
52,Ram,ProMaster City,2019-11-01
11,Ram,ProMaster City,2019-12-01
0,Smart,ForTwo,2019-01-01
0,Smart,ForTwo,2019-02-01
11,Smart,ForTwo,2019-03-01
0,Smart,ForTwo,2019-04-01
82,Smart,ForTwo,2019-05-01
35,Smart,ForTwo,2019-06-01
25,Smart,ForTwo,2019-07-01
0,Smart,ForTwo,2019-08-01
22,Smart,ForTwo,2019-09-01
12,Smart,ForTwo,2019-10-01
1,Smart,ForTwo,2019-11-01
0,Smart,ForTwo,2019-12-01
198,Subaru,Ascent,2019-01-01
253,Subaru,Ascent,2019-02-01
384,Subaru,Ascent,2019-03-01
472,Subaru,Ascent,2019-04-01
414,Subaru,Ascent,2019-05-01
397,Subaru,Ascent,2019-06-01
292,Subaru,Ascent,2019-07-01
303,Subaru,Ascent,2019-08-01
314,Subaru,Ascent,2019-09-01
336,Subaru,Ascent,2019-10-01
410,Subaru,Ascent,2019-11-01
366,Subaru,Ascent,2019-12-01
24,Subaru,BRZ,2019-01-01
214,Subaru,BRZ,2019-02-01
49,Subaru,BRZ,2019-03-01
65,Subaru,BRZ,2019-04-01
67,Subaru,BRZ,2019-05-01
55,Subaru,BRZ,2019-06-01
40,Subaru,BRZ,2019-07-01
38,Subaru,BRZ,2019-08-01
34,Subaru,BRZ,2019-09-01
20,Subaru,BRZ,2019-10-01
19,Subaru,BRZ,2019-11-01
22,Subaru,BRZ,2019-12-01
810,Subaru,CrossTrek,2019-01-01
643,Subaru,CrossTrek,2019-02-01
1040,Subaru,CrossTrek,2019-03-01
1165,Subaru,CrossTrek,2019-04-01
1355,Subaru,CrossTrek,2019-05-01
1244,Subaru,CrossTrek,2019-06-01
1427,Subaru,CrossTrek,2019-07-01
1373,Subaru,CrossTrek,2019-08-01
1631,Subaru,CrossTrek,2019-09-01
1858,Subaru,CrossTrek,2019-10-01
1445,Subaru,CrossTrek,2019-11-01
1193,Subaru,CrossTrek,2019-12-01
850,Subaru,Forester,2019-01-01
624,Subaru,Forester,2019-02-01
1087,Subaru,Forester,2019-03-01
1113,Subaru,Forester,2019-04-01
1413,Subaru,Forester,2019-05-01
1182,Subaru,Forester,2019-06-01
1117,Subaru,Forester,2019-07-01
1066,Subaru,Forester,2019-08-01
1198,Subaru,Forester,2019-09-01
1204,Subaru,Forester,2019-10-01
1114,Subaru,Forester,2019-11-01
1091,Subaru,Forester,2019-12-01
490,Subaru,Impreza,2019-01-01
552,Subaru,Impreza,2019-02-01
771,Subaru,Impreza,2019-03-01
805,Subaru,Impreza,2019-04-01
961,Subaru,Impreza,2019-05-01
952,Subaru,Impreza,2019-06-01
777,Subaru,Impreza,2019-07-01
802,Subaru,Impreza,2019-08-01
747,Subaru,Impreza,2019-09-01
951,Subaru,Impreza,2019-10-01
657,Subaru,Impreza,2019-11-01
600,Subaru,Impreza,2019-12-01
174,Subaru,Impreza WRX,2019-01-01
31,Subaru,Impreza WRX,2019-02-01
331,Subaru,Impreza WRX,2019-03-01
357,Subaru,Impreza WRX,2019-04-01
386,Subaru,Impreza WRX,2019-05-01
316,Subaru,Impreza WRX,2019-06-01
307,Subaru,Impreza WRX,2019-07-01
187,Subaru,Impreza WRX,2019-08-01
97,Subaru,Impreza WRX,2019-09-01
194,Subaru,Impreza WRX,2019-10-01
189,Subaru,Impreza WRX,2019-11-01
137,Subaru,Impreza WRX,2019-12-01
98,Subaru,Legacy,2019-01-01
131,Subaru,Legacy,2019-02-01
170,Subaru,Legacy,2019-03-01
178,Subaru,Legacy,2019-04-01
200,Subaru,Legacy,2019-05-01
190,Subaru,Legacy,2019-06-01
125,Subaru,Legacy,2019-07-01
116,Subaru,Legacy,2019-08-01
90,Subaru,Legacy,2019-09-01
152,Subaru,Legacy,2019-10-01
146,Subaru,Legacy,2019-11-01
156,Subaru,Legacy,2019-12-01
499,Subaru,Outback,2019-01-01
621,Subaru,Outback,2019-02-01
948,Subaru,Outback,2019-03-01
1065,Subaru,Outback,2019-04-01
1079,Subaru,Outback,2019-05-01
981,Subaru,Outback,2019-06-01
1074,Subaru,Outback,2019-07-01
845,Subaru,Outback,2019-08-01
644,Subaru,Outback,2019-09-01
926,Subaru,Outback,2019-10-01
1184,Subaru,Outback,2019-11-01
1106,Subaru,Outback,2019-12-01
2100,Tesla,Model 3,2019-01-01
2100,Tesla,Model 3,2019-02-01
2100,Tesla,Model 3,2019-03-01
400,Tesla,Model 3,2019-04-01
400,Tesla,Model 3,2019-05-01
400,Tesla,Model 3,2019-06-01
400,Tesla,Model 3,2019-07-01
400,Tesla,Model 3,2019-08-01
400,Tesla,Model 3,2019-09-01
400,Tesla,Model 3,2019-10-01
400,Tesla,Model 3,2019-11-01
400,Tesla,Model 3,2019-12-01
110,Tesla,Model S,2019-01-01
110,Tesla,Model S,2019-02-01
110,Tesla,Model S,2019-03-01
110,Tesla,Model S,2019-04-01
110,Tesla,Model S,2019-05-01
110,Tesla,Model S,2019-06-01
110,Tesla,Model S,2019-07-01
110,Tesla,Model S,2019-08-01
110,Tesla,Model S,2019-09-01
110,Tesla,Model S,2019-10-01
110,Tesla,Model S,2019-11-01
110,Tesla,Model S,2019-12-01
140,Tesla,Model X,2019-01-01
140,Tesla,Model X,2019-02-01
140,Tesla,Model X,2019-03-01
140,Tesla,Model X,2019-04-01
140,Tesla,Model X,2019-05-01
140,Tesla,Model X,2019-06-01
140,Tesla,Model X,2019-07-01
140,Tesla,Model X,2019-08-01
140,Tesla,Model X,2019-09-01
140,Tesla,Model X,2019-10-01
140,Tesla,Model X,2019-11-01
140,Tesla,Model X,2019-12-01
605,Toyota,4Runner,2019-01-01
393,Toyota,4Runner,2019-02-01
784,Toyota,4Runner,2019-03-01
762,Toyota,4Runner,2019-04-01
854,Toyota,4Runner,2019-05-01
681,Toyota,4Runner,2019-06-01
824,Toyota,4Runner,2019-07-01
903,Toyota,4Runner,2019-08-01
522,Toyota,4Runner,2019-09-01
690,Toyota,4Runner,2019-10-01
663,Toyota,4Runner,2019-11-01
549,Toyota,4Runner,2019-12-01
9,Toyota,86 / FR-S,2019-01-01
12,Toyota,86 / FR-S,2019-02-01
35,Toyota,86 / FR-S,2019-03-01
22,Toyota,86 / FR-S,2019-04-01
20,Toyota,86 / FR-S,2019-05-01
38,Toyota,86 / FR-S,2019-06-01
32,Toyota,86 / FR-S,2019-07-01
34,Toyota,86 / FR-S,2019-08-01
20,Toyota,86 / FR-S,2019-09-01
16,Toyota,86 / FR-S,2019-10-01
12,Toyota,86 / FR-S,2019-11-01
12,Toyota,86 / FR-S,2019-12-01
34,Toyota,Avalon,2019-01-01
17,Toyota,Avalon,2019-02-01
47,Toyota,Avalon,2019-03-01
37,Toyota,Avalon,2019-04-01
51,Toyota,Avalon,2019-05-01
26,Toyota,Avalon,2019-06-01
25,Toyota,Avalon,2019-07-01
30,Toyota,Avalon,2019-08-01
45,Toyota,Avalon,2019-09-01
43,Toyota,Avalon,2019-10-01
29,Toyota,Avalon,2019-11-01
21,Toyota,Avalon,2019-12-01
416,Toyota,C-HR,2019-01-01
380,Toyota,C-HR,2019-02-01
650,Toyota,C-HR,2019-03-01
791,Toyota,C-HR,2019-04-01
919,Toyota,C-HR,2019-05-01
767,Toyota,C-HR,2019-06-01
719,Toyota,C-HR,2019-07-01
684,Toyota,C-HR,2019-08-01
539,Toyota,C-HR,2019-09-01
587,Toyota,C-HR,2019-10-01
489,Toyota,C-HR,2019-11-01
342,Toyota,C-HR,2019-12-01
929,Toyota,Camry,2019-01-01
920,Toyota,Camry,2019-02-01
1544,Toyota,Camry,2019-03-01
1580,Toyota,Camry,2019-04-01
1946,Toyota,Camry,2019-05-01
1667,Toyota,Camry,2019-06-01
1287,Toyota,Camry,2019-07-01
915,Toyota,Camry,2019-08-01
791,Toyota,Camry,2019-09-01
723,Toyota,Camry,2019-10-01
771,Toyota,Camry,2019-11-01
581,Toyota,Camry,2019-12-01
2734,Toyota,Corolla,2019-01-01
2486,Toyota,Corolla,2019-02-01
4035,Toyota,Corolla,2019-03-01
4575,Toyota,Corolla,2019-04-01
6246,Toyota,Corolla,2019-05-01
4546,Toyota,Corolla,2019-06-01
4047,Toyota,Corolla,2019-07-01
4788,Toyota,Corolla,2019-08-01
3892,Toyota,Corolla,2019-09-01
4245,Toyota,Corolla,2019-10-01
3571,Toyota,Corolla,2019-11-01
2431,Toyota,Corolla,2019-12-01
729,Toyota,Highlander,2019-01-01
792,Toyota,Highlander,2019-02-01
1184,Toyota,Highlander,2019-03-01
1095,Toyota,Highlander,2019-04-01
1185,Toyota,Highlander,2019-05-01
1423,Toyota,Highlander,2019-06-01
1347,Toyota,Highlander,2019-07-01
1336,Toyota,Highlander,2019-08-01
1114,Toyota,Highlander,2019-09-01
1366,Toyota,Highlander,2019-10-01
1316,Toyota,Highlander,2019-11-01
924,Toyota,Highlander,2019-12-01
32,Toyota,Land Cruiser,2019-01-01
12,Toyota,Land Cruiser,2019-02-01
12,Toyota,Land Cruiser,2019-03-01
39,Toyota,Land Cruiser,2019-04-01
